review,date,score,helpful,number_of_reviews,number_of_ratings,average_user_score
"One of the best Pokémon game ever, it’s a breath of fresh air to the series that long overdue. All though the graphics lack","Jan 30, 2022",10,26 of 32 users found this helpful,1 Review,1 Rating,0.0
Ein sehr sehr schönes Pokémon Spiel und auch mal wieder was neues. Ist wirklich eine Empfehlung für alle Fans.,"Jan 30, 2022",10,32 of 40 users found this helpful,1 Review,1 Rating,0.0
"me encanta el juego,se que graficamente es limitado.pero tiene zonas realmente bonitasrevolucionario y sus mecanicad top","Jan 30, 2022",10,26 of 32 users found this helpful,1 Review,1 Rating,0.0
"Best Pokémon game up to date. I'm really enjoying it, from the gameplay to the mechanics, everything feels fresh.","Jan 30, 2022",10,24 of 29 users found this helpful,1 Review,1 Rating,0.0
"Muy disfrutable, como fan de la saga desde la primera entrega recomiendo encarecidamente este titulo, los gráficos no son destacables pero no rompen la tónica positiva del mismo.","Jan 30, 2022",10,22 of 26 users found this helpful,1 Review,1 Rating,0.0
This is the best Pokémon game they have ever made and if they do not iterate on these systems I will be disappointed,"Jan 31, 2022",10,24 of 29 users found this helpful,1 Review,1 Rating,0.0
"It feels really amazing to actually have a new Pokemon game where i don't already know how to do everything before i even start, capturing Pokemon is a whole new experience, the fighting is more dynamic and way less straightforward, the progression is very Zelda like where you are more of a Pokemon Researcher than a trainer. Overall this is the best way this franchise could possibile grow, so excited for the future.","Jan 31, 2022",10,24 of 29 users found this helpful,2 Reviews,2 Ratings,0.0
"melhor jogo pokemon desde o black in white, espero que essa nova gameplay seja levada nos proximos jogos da franquia, parabéns game freak!","Jan 31, 2022",10,22 of 26 users found this helpful,2 Reviews,7 Ratings,10
"Personally, I think Legends Arceus is the best Pokemon game since Gen 3 (I'm not stating that gen 4+ are bad, just that gen 3 was my favorite game until now. Could change again, not entirely sure.) I'm enjoying it a lot. 20 hours in so far. Here are the ""highlights for me so far.* Although it's not going to win any awards, the story is the best a Pokemon game has done in a long time.* Catching mechanic is amazing. No more going into a battle to weaken them and then throw a pokeball. Just hide, toss, wait, and repeat if necessary. There are some limits and exceptions though.* There's something very satisfying running across a Pokemon you didn't know was in the game or that is a rare spawn. Pikachu, Eevee, Chimchar, etc are all available in the first area.* You can choose when to evolve your pokemon once they have met the requirements.* You can switch out moves anywhere at any time as long as the pokemon knows them. No more forgetting moves and having to reteach them if you mess up.* ""Boss"" Encounters are fun and challenging at times. Although, you're not gonna lose anything if you die.* A specific mechanic (no spoilers) that opens up mid story is VERY challenging if you want to go after them for the rare items and spawns.* Alpha Pokemon are very fun to fight and catch. They have the highest AI in the game and are actually smart. lol* Personally I like the graphical style they chose. Again, not going to win any awards but I like it.","Jan 31, 2022",10,14 of 16 users found this helpful,1 Review,1 Rating,0.0
"honestly its not perfect but it is so lovable and has a charm similar to the original games, I spent so long doing side quests finding Pokémon in new locations and finally catching hard to get Pokémon. honestly the game feels so good and alive. been critical of Pokémon since ORAS, but this is a great experience for a hardcore fan like me.","Jan 31, 2022",10,13 of 16 users found this helpful,1 Review,1 Rating,0.0
"It is one of the best Pokemon Games ever! I have now over 20h playtime and are done with the main story and it was sooo funny! Yeah, the grafics aren't the best but the mechanics are so smooth and it feels so good to catch pokemon or farm resorces. I hope that the incoming games are like this!","Jan 31, 2022",10,14 of 17 users found this helpful,1 Review,1 Rating,0.0
"I love the idea, it makes me hope for a better future also the nature is not perfect but for a switch I think they did a great job and I am going to wnjoy it","Jan 31, 2022",10,10 of 11 users found this helpful,3 Reviews,3 Ratings,0.0
"Simplemente la obra magna de la saga, te olvidas de la baja calidad gráfica en cuanto empiezas a jugar y vas descubriendo un mundo que rebosa misterio y aventura, si eres fan de Pokémon no puedes perderte este juego bajo ningún concepto.","Jan 31, 2022",10,21 of 26 users found this helpful,1 Review,1 Rating,0.0
best pokemon game so far and most relaxing and exploring is also fun and graphics issues seems nothing,"Jan 31, 2022",10,22 of 26 users found this helpful,1 Review,1 Rating,0.0
"The game was the must fun I had with a Pokemon game in a long time, It shakes up the formula in the right way, keeping things interesting and making you think about how and when to approach pokemons. The only downside is the graphics, it should have been better and i think it could have better if they dedicated the game a bit more time of development. I'm giving it a 10, even with its flaws, because I hope they will use this game as the stepstone to build future installments rather that going back to the old formula for the next generation of games","Jan 31, 2022",10,21 of 26 users found this helpful,1 Review,1 Rating,0.0
Good job!I am enjoying this game a lot. This is the way Game Freak have to take. Maybe the graphics are not the best but the rest is so fun and enjoyable. Sincerely I love it.,"Jan 31, 2022",10,20 of 24 users found this helpful,1 Review,1 Rating,0.0
"One of the best games and one of the best Pokémon, a serious candidate for best RPG at The Game Awards.","Jan 31, 2022",10,13 of 16 users found this helpful,1 Review,17 Ratings,3.5
"This game revitalizes the Pokemon formula with tons of new ideas and advances for the franchise. Have not enjoyed a pokemon game this much in a long time, and I've played every generation of pokemon since gen 3. The gameplay loop is engaging and really inscentivises catching as many pokemon as possible. Sidequests are pretty diverse and never feel like copy-pastes of each other. Also every npc in jubilife village has a name and feels like a real character and I love that.","Jan 31, 2022",10,17 of 21 users found this helpful,1 Review,1 Rating,0.0
This one of the best Pokémon games that have ever been made. The game play is fun the story is one the most Surprising aspects of the game. Don’t listen to the negative review there are lot we can take from this game and what can come in the future. There definitely improvements on the game but I truly love it and have been having playing for days now,"Jan 31, 2022",10,19 of 23 users found this helpful,1 Review,1 Rating,0.0
"Es un juego que cambia completamente la mecánica que ha tenido la saga de Pokémon durante décadas siendo un título fresco, entretenido y lleno de lugares para explorar y tomarse el tiempo de ver los detalles a cada zona, el único detalle notable es el apartado gráfico el cual aunque no es muy bueno logra una optimización muy buena teniendo 30 cuadros por segundo estables. Este juego es lo que necesitaba la saga","Jan 31, 2022",10,14 of 15 users found this helpful,1 Review,1 Rating,0.0
Pokémon Legends: Arceus is everything that sword and shield wished it could be. I said what I said,"Jan 31, 2022",10,13 of 14 users found this helpful,1 Review,1 Rating,0.0
The pokemons are so cute and there are many new things to check out. Love this.,"Jan 31, 2022",10,12 of 13 users found this helpful,1 Review,1 Rating,0.0
"This game is exactly what the franchise needed to finally step out of its niche. I know lots of people are criticizing graphics, but the graphics are honestly pretty decent, you've got to remember that this is a Nintendo switch, not an Xbox Series or a PS5. I've gone about 30 hours into the game and still haven't completed the story, meanwhile, I know people who've beaten the story after 12 hours, which goes to show that you can really set the pace in this game. With dozens upon dozens of side quests, a fair-sized Pokedex to complete, and a beautiful story, Pokemon Legends: Arceus, is the next step in the Pokemon Universe and I'm truly excited to see what the next step the franchise will take.","Jan 31, 2022",10,12 of 13 users found this helpful,1 Review,1 Rating,0.0
